Trading name,Latitude,Longitude,CLUE small area,Building address
Alf's Cafe,-37.84633593,144.982663985,Melbourne (Remainder),Alfred Hospital 23-99 Commercial Road PRAHRAN VIC 3181
Aruba Espresso Cafe,-37.79372054,144.949547052,Parkville,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052
Degani Bakery Cafe,-37.79372054,144.949547052,Parkville,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052
Hanger Cafe Spencer Street,-37.81501701,144.951186974,Docklands,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008
Locker Room Cafe,-37.81656592,144.947577649,Docklands,Marvel Stadium 122-148 Harbour Esplanade DOCKLANDS VIC 3008
Arena View Restaurant And Cafe,-37.81656592,144.947577649,Docklands,Marvel Stadium 122-148 Harbour Esplanade DOCKLANDS VIC 3008
Cafe Saporo @ Docklands,-37.81864992,144.950258355,Docklands,715-727 Bourke Street DOCKLANDS VIC 3008
Whoop Dee Doo Cafe,-37.81864992,144.950258355,Docklands,715-727 Bourke Street DOCKLANDS VIC 3008
Cafe La Kiss,-37.82183078,144.948472471,Docklands,Kangan TAFE 2-48 Harbour Esplanade DOCKLANDS VIC 3008
Vintams Cafe,-37.82092615,144.943788132,Docklands,EXO Apartments 33-61 Merchant Street DOCKLANDS VIC 3008
Elements Cafe,-37.82205878,144.94576457,Docklands,ANZ 791-833 Collins Street DOCKLANDS VIC 3008
Renzo's Bar Cafe Italiano,-37.81460533,144.94126142,Docklands,The Arkley 16-32 Rakaia Way DOCKLANDS VIC 3008
Renzo's Bar Cafe Italiano,-37.81460533,144.94126142,Docklands,The Arkley 16-32 Rakaia Way DOCKLANDS VIC 3008
B Club Cafe,-37.8149263,144.940659357,Docklands,The Nolan 37-43 Caravel Lane DOCKLANDS VIC 3008
B Club Cafe,-37.8149263,144.940659357,Docklands,The Nolan 37-43 Caravel Lane DOCKLANDS VIC 3008
Cargo Cafe & Bar,-37.81534111,144.941405128,Docklands,55 Newquay Promenade DOCKLANDS VIC 3008
Igloo Cafe & St Moritz Bar,-37.81223234,144.935632206,Docklands,O'Brien Icehouse 99-127 Pearl River Road DOCKLANDS VIC 3008
Crossbar Cafe,-37.81784448,144.969917344,Melbourne (CBD),Ian Potter Centre: NGV Australia 2 Swanston Street MELBOURNE VIC 3000
Time Out Cafe,-37.81784448,144.969917344,Melbourne (CBD),The Square 2 Swanston Street MELBOURNE VIC 3000
Williams Bar Cafe,-37.81943285,144.959510564,Melbourne (CBD),The Clarion Gateway Apartments 1-13 William Street MELBOURNE VIC 3000
Tavistock House Cafe,-37.81825094,144.96138904,Melbourne (CBD),381-387 Flinders Lane MELBOURNE VIC 3000
Pho Kingdom And Cafe,-37.81784765,144.963225812,Melbourne (CBD),335-339 Flinders Lane MELBOURNE VIC 3000
Cafe Del Corso,-37.81786011,144.962744505,Melbourne (CBD),353-355 Flinders Lane MELBOURNE VIC 3000
Cafe 34,-37.81798973,144.962437489,Melbourne (CBD),28-38 Queen Street MELBOURNE VIC 3000
Cafe Andiamo,-37.81706291,144.965902811,Melbourne (CBD),253-265 Flinders Lane MELBOURNE VIC 3000
Spanish Doughnuts El Churro Cafe,-37.81760781,144.965626371,Melbourne (CBD),The Empire Apartments 256-268 Flinders Street MELBOURNE VIC 3000
Vacation Cafe,-37.81584246,144.972041157,Melbourne (CBD),1-9 Exhibition Street MELBOURNE VIC 3000
No 8 Exhibition Cafe,-37.81546181,144.972720932,Melbourne (CBD),46-74 Flinders Street MELBOURNE VIC 3000
Benny's Bakery Cafe,-37.81902044,144.955727485,Melbourne (CBD),559-587 Collins Street MELBOURNE VIC 3000
Cafenatics 367,-37.81728433,144.962441845,Melbourne (CBD),359-373 Collins Street MELBOURNE VIC 3000
Cafenatics 367,-37.81728433,144.962441845,Melbourne (CBD),359-373 Collins Street MELBOURNE VIC 3000
Cafe Vicolino,-37.81664469,144.965474418,Melbourne (CBD),258-260 Flinders Lane MELBOURNE VIC 3000
Aix Cafe Creperie Salon,-37.8166033,144.965596578,Melbourne (CBD),252-254 Flinders Lane MELBOURNE VIC 3000
Aix Cafe Creperie Salon,-37.8166033,144.965596578,Melbourne (CBD),252-254 Flinders Lane MELBOURNE VIC 3000
Cafe Issus,-37.8166033,144.965596578,Melbourne (CBD),252-254 Flinders Lane MELBOURNE VIC 3000
Cafe Issus,-37.8166033,144.965596578,Melbourne (CBD),252-254 Flinders Lane MELBOURNE VIC 3000
In Zone Cafe,-37.81818484,144.954365851,Melbourne (CBD),613-639 Little Collins Street MELBOURNE VIC 3000
Cafenatics Equitable Place,-37.81611256,144.963343329,Melbourne (CBD),308-336 Collins Street MELBOURNE VIC 3000
Seedling Cafe,-37.81554941,144.963293833,Melbourne (CBD),335-349 Little Collins Street MELBOURNE VIC 3000
Brown Sugar Cafe,-37.81528948,144.964225445,Melbourne (CBD),317-321 Little Collins Street MELBOURNE VIC 3000
Origins Cafe Shop Pty Ltd,-37.81686865,144.957088037,Melbourne (CBD),520-536 Little Collins Street MELBOURNE VIC 3000
Cafe Felice,-37.81547268,144.960188611,Melbourne (CBD),457-471 Bourke Street MELBOURNE VIC 3000
Cocoa Bean Cafe,-37.81595642,144.958939248,Melbourne (CBD),130-148 William Street MELBOURNE VIC 3000
Gordons Cafe & Bar,-37.81473293,144.964348594,Melbourne (CBD),304-306 Little Collins Street MELBOURNE VIC 3000
Lanes Edge Cafe,-37.81193572,144.972047244,Melbourne (CBD),39-43 Bourke Street MELBOURNE VIC 3000
Lighthouse Cafe / The Salvation Army (Victoria) Property Trust,-37.81227429,144.971449934,Melbourne (CBD),65-71 Bourke Street MELBOURNE VIC 3000
Bluestones 520 Cafe,-37.8152735,144.95838651,Melbourne (CBD),516-526 Bourke Street MELBOURNE VIC 3000
Bluestones 520 Cafe,-37.8152735,144.95838651,Melbourne (CBD),516-526 Bourke Street MELBOURNE VIC 3000
Soul Cafe,-37.81309229,144.964999342,Melbourne (CBD),191-205 Swanston Street MELBOURNE VIC 3000
Ho's Cafe,-37.81355361,144.959754264,Melbourne (CBD),221-231 Queen Street MELBOURNE VIC 3000
Taiwan Cafe,-37.81185964,144.964531668,Melbourne (CBD),273 Swanston Street MELBOURNE VIC 3000
Benny's Bakery Cafe,-37.8134766,144.956016943,Melbourne (CBD),535 Little Lonsdale Street MELBOURNE VIC 3000
Ten Square Cafe,-37.81194755,144.960703215,Melbourne (CBD),116-122 Hardware Street MELBOURNE VIC 3000
Cafenatics QV,-37.810658,144.965703405,Melbourne (CBD),QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000
All 4 U Cafe & Bar,-37.81359291,144.95323418,Melbourne (CBD),536-548 Little Lonsdale Street MELBOURNE VIC 3000
Le Will Cafe,-37.81244731,144.955885532,Melbourne (CBD),Commonwealth Law Courts 295-307 William Street MELBOURNE VIC 3000
Asian Beer Cafe,-37.81073332,144.963018945,Melbourne (CBD),Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000
D House Cafe,-37.81088539,144.964104998,Melbourne (CBD),313-315 Swanston Street MELBOURNE VIC 3000
Mr Tulk Cafe,-37.80976881,144.965306046,Melbourne (CBD),State Library of Victoria 304-328 Swanston Street MELBOURNE VIC 3000
The Moat Bar & Cafe,-37.80976881,144.965306046,Melbourne (CBD),State Library of Victoria 304-328 Swanston Street MELBOURNE VIC 3000
Cafenatics,-37.81123723,144.957114018,Melbourne (CBD),410-420 La Trobe Street MELBOURNE VIC 3000
Klik Cafe,-37.81010387,144.960434875,Melbourne (CBD),296-310 La Trobe Street MELBOURNE VIC 3000
Cafe Keblaki,-37.81189101,144.951175487,West Melbourne (Residential),362-364 Spencer Street WEST MELBOURNE VIC 3003
Plus 852 Cafe,-37.80904835,144.959575453,Melbourne (CBD),151-165 Franklin Street MELBOURNE VIC 3000
Cafe Gilli,-37.80765748,144.957205505,Melbourne (CBD),Queen Victoria Market 16-94 Peel Street MELBOURNE VIC 3000
Tribel Cafe,-37.80765748,144.957205505,Melbourne (CBD),Shed F Queen Victoria Market 66 Peel Street MELBOURNE VIC 3000
Cafe Victoria,-37.80765748,144.957205505,Melbourne (CBD),507-523 Elizabeth Street MELBOURNE VIC 3000
Cafe Sua Da,-37.79670704,144.965533878,Carlton,258 Elgin Street CARLTON VIC 3053
Cafe Corretto,-37.80004558,144.96674101,Carlton,225-229 Lygon Street CARLTON VIC 3053
Cafe Corretto,-37.80004558,144.96674101,Carlton,225-229 Lygon Street CARLTON VIC 3053
University Cafe,-37.79947744,144.96683821,Carlton,255-257 Lygon Street CARLTON VIC 3053
Intersection Cafe,-37.79734681,144.967228745,Carlton,337-343 Lygon Street CARLTON VIC 3053
Rathdowne & Reeves Cafe,-37.79366098,144.970767335,Carlton,497-513 Rathdowne Street CARLTON VIC 3053
Cafe  Commercio,-37.80155731,144.958820282,Carlton,156-180 Berkeley Street CARLTON VIC 3053
Lincoln Bakery Cafe,-37.8013409,144.962728797,Carlton,22-40 Lincoln Square North CARLTON VIC 3053
Cafe Cavallino,-37.80144374,144.966496711,Carlton,177-183 Lygon Street CARLTON VIC 3053
Cafe Notturno,-37.80144374,144.966496711,Carlton,177-183 Lygon Street CARLTON VIC 3053
The Museum Cafe,-37.80401888,144.971635511,Carlton,Melbourne Museum 11 Nicholson Street CARLTON VIC 3053
Cafe Tre Sette,-37.80322367,144.961699359,Carlton,139-143 Bouverie Street CARLTON VIC 3053
Briscola Cafe,-37.80242146,144.961335235,Carlton,157 Pelham Street CARLTON VIC 3053
Flovie Florist Cafe,-37.80440558,144.959925616,Carlton,261-263 Queensberry Street CARLTON VIC 3053
A Cafe Called John,-37.80570036,144.960508646,Carlton,Journal - Uni Place 16-32 Leicester Street CARLTON VIC 3053
Hi Chong Qing Cafe & Noodle Bar,-37.8063402,144.965400663,Carlton,16-26 Orr Street CARLTON VIC 3053
Hi Chong Qing Cafe & Noodle Bar,-37.8063402,144.965400663,Carlton,16-26 Orr Street CARLTON VIC 3053
Beatrix Cafe,-37.80227413,144.944463028,North Melbourne,688 Queensberry Street NORTH MELBOURNE VIC 3051
Royal Kebab Cafe,-37.79508315,144.948423773,North Melbourne,193 Flemington Road NORTH MELBOURNE VIC 3051
Ample Cafe Bar,-37.80409478,144.953696062,North Melbourne,123-129 Howard Street NORTH MELBOURNE VIC 3051
I Wrap Cafe,-37.80444251,144.958148437,North Melbourne,595 Elizabeth Street MELBOURNE VIC 3000
Flavour Cafe,-37.79972971,144.954319021,North Melbourne,47-59 Flemington Road NORTH MELBOURNE VIC 3051
Avist Cafe,-37.79844295,144.952705313,North Melbourne,George Apartments 97-103 Flemington Road NORTH MELBOURNE VIC 3051
Avist Cafe,-37.79844295,144.952705313,North Melbourne,George Apartments 97-103 Flemington Road NORTH MELBOURNE VIC 3051
Apollo Cafe,-37.80784197,144.946624642,West Melbourne (Residential),109-115 Hawke Street WEST MELBOURNE VIC 3003
Embassy Cafe,-37.80811131,144.947787033,West Melbourne (Residential),541-547 Spencer Street WEST MELBOURNE VIC 3003
Embassy Cafe,-37.80811131,144.947787033,West Melbourne (Residential),541-547 Spencer Street WEST MELBOURNE VIC 3003
Lucky 8 Cafe,-37.80739775,144.952572509,West Melbourne (Residential),42-50 Rosslyn Street WEST MELBOURNE VIC 3003
Gap Cafe,-37.80886049,144.95168539,West Melbourne (Residential),477 King Street WEST MELBOURNE VIC 3003
Gap Cafe,-37.80886049,144.95168539,West Melbourne (Residential),477 King Street WEST MELBOURNE VIC 3003
Local Folk Cafe,-37.79223674,144.92560965,Kensington,43 Epsom Road KENSINGTON VIC 3031
Zouki Cafe,-37.81229599,144.984161863,East Melbourne,St Vincent's Private Hospital 137-161 Grey Street EAST MELBOURNE VIC 3002
My Sushi Japanese Cafe,-37.81608794,144.984834144,East Melbourne,1-9 Powlett Street EAST MELBOURNE VIC 3002
Cafe Ecco,-37.80849653,144.973619031,East Melbourne,6-8 Nicholson Street EAST MELBOURNE VIC 3002
East Side Story Bar + Cafe,-37.80862592,144.97488714,East Melbourne,92-106 Victoria Parade EAST MELBOURNE VIC 3002
East Side Story Bar + Cafe,-37.80862592,144.97488714,East Melbourne,92-106 Victoria Parade EAST MELBOURNE VIC 3002
Victoria's Secret Bar & Cafe,-37.80855929,144.974276459,East Melbourne,68-90 Victoria Parade EAST MELBOURNE VIC 3002
Cafe Lansdowne,-37.80904405,144.978122891,East Melbourne,23 Lansdowne Street EAST MELBOURNE VIC 3002
Cafe Lansdowne,-37.80904405,144.978122891,East Melbourne,23 Lansdowne Street EAST MELBOURNE VIC 3002
Treasury Cafe,-37.81264492,144.975586832,East Melbourne,State Government Offices 1 MacArthur Street EAST MELBOURNE VIC 3002
Edwin's Cafe,-37.82487796,144.982385479,Melbourne (Remainder),AAMI Park Olympic Park 60 Olympic Boulevard MELBOURNE VIC 3004
Betwixt Cafe & Bar,-37.82519306,144.967545,Southbank,University of Melbourne Southbank Campus 45-99 Sturt Street SOUTHBANK VIC 3006
Malthouse Cafe,-37.82712781,144.96695911,Southbank,113-129 Sturt Street SOUTHBANK VIC 3006
Cafe Clicquot,-37.83070462,144.966296062,Southbank,80 Dorcas Street SOUTHBANK VIC 3006
Queenie's Restaurant & Cafe,-37.82956555,144.969392167,Southbank,The Guilfoyle 35-47 Coventry Street SOUTHBANK VIC 3006
Cafe Vic,-37.82094194,144.968226316,Southbank,Theatres 100 St Kilda Road SOUTHBANK VIC 3006
Mad Duck Cafe,-37.82438864,144.943550613,Docklands,84-90 Lorimer Street DOCKLANDS VIC 3008
Bolte Cafe & Kebab,-37.82210926,144.930953544,Port Melbourne,816 Lorimer Street PORT MELBOURNE VIC 3207
Lai Cafe,-37.82304058,144.925377498,Port Melbourne,49-89 Turner Street PORT MELBOURNE VIC 3207
Sabre Cafe,-37.82797655,144.906335933,Port Melbourne,38-46 Sabre Drive PORT MELBOURNE VIC 3207
BondStore Cafe,-37.82193589,144.963874389,Southbank,Riverside Apartments 1 Riverside Quay SOUTHBANK VIC 3006
Citizen Cafe,-37.82539976,144.952378166,Southbank,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006
Citizen Cafe,-37.82539976,144.952378166,Southbank,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006
Alf's Cafe,-37.84633593,144.982663985,Melbourne (Remainder),Alfred Hospital 23-99 Commercial Road PRAHRAN VIC 3181
Cafe Alfretti,-37.84633593,144.982663985,Melbourne (Remainder),Alfred Hospital 23-99 Commercial Road PRAHRAN VIC 3181
Noughts and Crosses Cafe,-37.78124103,144.94007242,Parkville,11-49 Galada Avenue PARKVILLE VIC 3052
Degani Bakery Cafe,-37.79372054,144.949547052,Parkville,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052
Degani Bakery Cafe,-37.79372054,144.949547052,Parkville,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052
Hangar Cafe Spencer Street,-37.81501701,144.951186974,Docklands,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008
Harbour Cafe,-37.81817241,144.947217028,Docklands,106-120 Harbour Esplanade DOCKLANDS VIC 3008
Harbour Cafe,-37.81817241,144.947217028,Docklands,106-120 Harbour Esplanade DOCKLANDS VIC 3008
Souperman Cafe and Kitchen,-37.81817241,144.947217028,Docklands,Victoria Point 744-770 Bourke Street DOCKLANDS VIC 3008
Kebab & Gozleme Cafe,-37.81925128,144.947975346,Docklands,The Podium Building 2-24 Waterview Walk DOCKLANDS VIC 3008
Cafe Saporo @ Docklands,-37.81864992,144.950258355,Docklands,715-727 Bourke Street DOCKLANDS VIC 3008
Elements Cafe,-37.82205878,144.94576457,Docklands,ANZ 791-833 Collins Street DOCKLANDS VIC 3008
Cafenatics Forte,-37.81970479,144.945066137,Docklands,807-811 Bourke Street DOCKLANDS VIC 3008
Renzo's Bar Cafe Italiano,-37.81460533,144.94126142,Docklands,The Arkley 16-32 Rakaia Way DOCKLANDS VIC 3008
Achelya Cafe & Kebab Restaurant,-37.81434525,144.942139052,Docklands,24-42 Newquay Promenade DOCKLANDS VIC 3008
B Club Cafe,-37.8149263,144.940659357,Docklands,The Nolan 37-43 Caravel Lane DOCKLANDS VIC 3008
B Club Cafe,-37.8149263,144.940659357,Docklands,The Nolan 37-43 Caravel Lane DOCKLANDS VIC 3008
Evergreen Cafe And Pizzeria,-37.81427742,144.940199439,Docklands,Aquavista 397-407 Docklands Drive DOCKLANDS VIC 3008
Capri Cafe & Lounge,-37.81354367,144.942989653,Docklands,231-245 Harbour Esplanade DOCKLANDS VIC 3008
Igloo Cafe & St Moritz Bar,-37.81223234,144.935632206,Docklands,O'Brien Icehouse 99-127 Pearl River Road DOCKLANDS VIC 3008
Cafe Bourgeois,-37.81308483,144.941196711,Docklands,380-392 Docklands Drive DOCKLANDS VIC 3008
Cafe Bourgeois,-37.81308483,144.941196711,Docklands,380-392 Docklands Drive DOCKLANDS VIC 3008
Pimm Thai Cafe,-37.79353782,144.929915413,Kensington,170 Bellair Street KENSINGTON VIC 3031
Cafe Andiamo,-37.81706291,144.965902811,Melbourne (CBD),253-265 Flinders Lane MELBOURNE VIC 3000
Cafe Andiamo,-37.81706291,144.965902811,Melbourne (CBD),253-265 Flinders Lane MELBOURNE VIC 3000
RMB Cafe,-37.81710105,144.965484392,Melbourne (CBD),Punt Hill Apartments 267-275 Flinders Lane MELBOURNE VIC 3000
Le Petit Cafe,-37.81584246,144.972041157,Melbourne (CBD),1-9 Exhibition Street MELBOURNE VIC 3000
Vacation Cafe,-37.81584246,144.972041157,Melbourne (CBD),1-9 Exhibition Street MELBOURNE VIC 3000
The Fair Trader Cafe,-37.81546152,144.971726234,Melbourne (CBD),11-37 Exhibition Street MELBOURNE VIC 3000
Cafe Kinetic,-37.81556733,144.970964312,Melbourne (CBD),103-105 Flinders Lane MELBOURNE VIC 3000
Benny's Bakery Cafe,-37.81902044,144.955727485,Melbourne (CBD),559-587 Collins Street MELBOURNE VIC 3000
Benny's Bakery Cafe,-37.81902044,144.955727485,Melbourne (CBD),559-587 Collins Street MELBOURNE VIC 3000
Cafe Vicolino,-37.81664469,144.965474418,Melbourne (CBD),258-260 Flinders Lane MELBOURNE VIC 3000
Cafe Issus,-37.8166033,144.965596578,Melbourne (CBD),252-254 Flinders Lane MELBOURNE VIC 3000
In Zone Cafe,-37.81818484,144.954365851,Melbourne (CBD),613-639 Little Collins Street MELBOURNE VIC 3000
Art Masterclass Master Cafe,-37.81573222,144.964173256,Melbourne (CBD),92-94 Elizabeth Street MELBOURNE VIC 3000
Art Masterclass Master Cafe,-37.81573222,144.964173256,Melbourne (CBD),92-94 Elizabeth Street MELBOURNE VIC 3000
Cafe Excello,-37.81260039,144.973183634,Melbourne (CBD),93-101 Spring Street MELBOURNE VIC 3000
Origins Cafe Shop Pty Ltd,-37.81686865,144.957088037,Melbourne (CBD),520-536 Little Collins Street MELBOURNE VIC 3000
Cafe Felice,-37.81547268,144.960188611,Melbourne (CBD),457-471 Bourke Street MELBOURNE VIC 3000
Lane's Edge Cafe,-37.81193572,144.972047244,Melbourne (CBD),39-43 Bourke Street MELBOURNE VIC 3000
Lane's Edge Cafe,-37.81193572,144.972047244,Melbourne (CBD),39-43 Bourke Street MELBOURNE VIC 3000
Magpie Nest Cafe,-37.81227429,144.971449934,Melbourne (CBD),65-71 Bourke Street MELBOURNE VIC 3000
Bluestones 520 Cafe,-37.8152735,144.95838651,Melbourne (CBD),516-526 Bourke Street MELBOURNE VIC 3000
Kenny's Bakery Cafe,-37.81452036,144.959985676,Melbourne (CBD),175-183 Queen Street MELBOURNE VIC 3000
Cafe Dominos,-37.81427826,144.956643379,Melbourne (CBD),Owen Dixon Chambers West 525-539 Lonsdale Street MELBOURNE VIC 3000
Ho's Cafe,-37.81355361,144.959754264,Melbourne (CBD),221-231 Queen Street MELBOURNE VIC 3000
Heyday Hong Kong Cafe,-37.81181046,144.966372602,Melbourne (CBD),16 Celestial Avenue MELBOURNE VIC 3000
Father John Cafe,-37.81012699,144.972059425,Melbourne (CBD),Park Tower 199-207 Spring Street MELBOURNE VIC 3000
Anda Cafe,-37.80990475,144.971835415,Melbourne (CBD),209-227 Spring Street MELBOURNE VIC 3000
Cafe Court,-37.81365662,144.956421699,Melbourne (CBD),528-538 Lonsdale Street MELBOURNE VIC 3000
Cafe Court,-37.81365662,144.956421699,Melbourne (CBD),528-538 Lonsdale Street MELBOURNE VIC 3000
Benny's Bakery Cafe,-37.8134766,144.956016943,Melbourne (CBD),535 Little Lonsdale Street MELBOURNE VIC 3000
Le Will Cafe,-37.81244731,144.955885532,Melbourne (CBD),Commonwealth Law Courts 295-307 William Street MELBOURNE VIC 3000
Asian Beer Cafe,-37.81073332,144.963018945,Melbourne (CBD),Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000
Mr Tulk Cafe,-37.80976881,144.965306046,Melbourne (CBD),State Library of Victoria 304-328 Swanston Street MELBOURNE VIC 3000
Mr Tulk Cafe,-37.80976881,144.965306046,Melbourne (CBD),State Library of Victoria 304-328 Swanston Street MELBOURNE VIC 3000
The Moat Bar & Cafe,-37.80976881,144.965306046,Melbourne (CBD),State Library of Victoria 304-328 Swanston Street MELBOURNE VIC 3000
65 Degrees Cafe,-37.80874125,144.968724398,Melbourne (CBD),309 Exhibition Street MELBOURNE VIC 3000
Impresso Cafe,-37.81229604,144.953598915,West Melbourne (Residential),341 King Street WEST MELBOURNE VIC 3003
Cafenatics,-37.81123723,144.957114018,Melbourne (CBD),410-420 La Trobe Street MELBOURNE VIC 3000
The Basement Cafe,-37.81067976,144.959277576,Melbourne (CBD),Centro Apartments 348-358 La Trobe Street MELBOURNE VIC 3000
Pearson And Murphy's Cafe,-37.80818156,144.964543557,Melbourne (CBD),"Building 1, Francis Ormond 124 La Trobe Street MELBOURNE VIC 3000"
Morpha Cafe,-37.80904835,144.959575453,Melbourne (CBD),151-165 Franklin Street MELBOURNE VIC 3000
852 Plus Eight Five Two Cafe,-37.80904835,144.959575453,Melbourne (CBD),151-165 Franklin Street MELBOURNE VIC 3000
852 Plus Eight Five Two Cafe,-37.80904835,144.959575453,Melbourne (CBD),151-165 Franklin Street MELBOURNE VIC 3000
Cafe Gilli,-37.80765748,144.957205505,Melbourne (CBD),76 Therry Street MELBOURNE VIC 3000
Cafe Sua Da,-37.79670704,144.965533878,Carlton,258 Elgin Street CARLTON VIC 3053
Cafe Sua Da,-37.79670704,144.965533878,Carlton,258 Elgin Street CARLTON VIC 3053
Cafe Corretto,-37.80004558,144.96674101,Carlton,225-229 Lygon Street CARLTON VIC 3053
Cafe Corretto,-37.80004558,144.96674101,Carlton,225-229 Lygon Street CARLTON VIC 3053
University Cafe / Universita Bar Restaurant,-37.79947744,144.96683821,Carlton,255-257 Lygon Street CARLTON VIC 3053
Intersection Cafe,-37.79734681,144.967228745,Carlton,337-343 Lygon Street CARLTON VIC 3053
Fu Lu Chinese Cafe,-37.79532263,144.971159358,Carlton,172 Rathdowne Street CARLTON VIC 3053
Fu Lu Chinese Cafe,-37.79532263,144.971159358,Carlton,172 Rathdowne Street CARLTON VIC 3053
Books N Bites Cafe,-37.80169537,144.958328703,Carlton,222-224 Pelham Street MELBOURNE VIC 3000
Books N Bites Cafe,-37.80169537,144.958328703,Carlton,222-224 Pelham Street MELBOURNE VIC 3000
Cafe Commercio,-37.80155731,144.958820282,Carlton,156-180 Berkeley Street CARLTON VIC 3053
Cafe Commercio,-37.80155731,144.958820282,Carlton,156-180 Berkeley Street CARLTON VIC 3053
Mixity Restaurant and Cafe,-37.80165695,144.966469155,Carlton,171 Lygon Street CARLTON VIC 3053
Mixity Restaurant and Cafe,-37.80165695,144.966469155,Carlton,171 Lygon Street CARLTON VIC 3053
Cafe Tre Sette,-37.80322367,144.961699359,Carlton,139-143 Bouverie Street CARLTON VIC 3053
Cafe Tre Sette,-37.80322367,144.961699359,Carlton,139-143 Bouverie Street CARLTON VIC 3053
Briscola Cafe,-37.80242146,144.961335235,Carlton,157 Pelham Street CARLTON VIC 3053
A Cafe Called John,-37.80570036,144.960508646,Carlton,Journal - Uni Place 16-32 Leicester Street CARLTON VIC 3053
A Cafe Called John,-37.80570036,144.960508646,Carlton,Journal - Uni Place 16-32 Leicester Street CARLTON VIC 3053
Soul Soul Cafe,-37.80614561,144.961940812,Carlton,156-172 Victoria Street CARLTON VIC 3053
Beatrix Cafe,-37.80227413,144.944463028,North Melbourne,688 Queensberry Street NORTH MELBOURNE VIC 3051
Toast Kitchen Cafe,-37.80463699,144.949042268,North Melbourne,13-15 Errol Street NORTH MELBOURNE VIC 3051
Errol's Cafe,-37.80345572,144.949083466,North Melbourne,69-71 Errol Street NORTH MELBOURNE VIC 3051
Fandango Cafe,-37.80260762,144.949406231,North Melbourne,97 Errol Street NORTH MELBOURNE VIC 3051
Ample Cafe Bar,-37.80409478,144.953696062,North Melbourne,123-129 Howard Street NORTH MELBOURNE VIC 3051
Butcher Shop Cafe,-37.8080043,144.945577973,West Melbourne (Residential),72 Hawke Street WEST MELBOURNE VIC 3003
Embassy Cafe,-37.80811131,144.947787033,West Melbourne (Residential),541-547 Spencer Street WEST MELBOURNE VIC 3003
Embassy Cafe,-37.80811131,144.947787033,West Melbourne (Residential),541-547 Spencer Street WEST MELBOURNE VIC 3003
Myth Cafe,-37.80739775,144.952572509,West Melbourne (Residential),42-50 Rosslyn Street WEST MELBOURNE VIC 3003
Myth Cafe,-37.80739775,144.952572509,West Melbourne (Residential),42-50 Rosslyn Street WEST MELBOURNE VIC 3003
Gap Cafe,-37.80886049,144.95168539,West Melbourne (Residential),477 King Street WEST MELBOURNE VIC 3003
Local Folk Cafe,-37.79223674,144.92560965,Kensington,43 Epsom Road KENSINGTON VIC 3031
Rye Cafe,-37.78257294,144.915521176,Kensington,Showgrounds Village 320-386 Epsom Road FLEMINGTON VIC 3031
Rye Cafe,-37.78257294,144.915521176,Kensington,Showgrounds Village 320-386 Epsom Road FLEMINGTON VIC 3031
Cafe Ecco,-37.80849653,144.973619031,East Melbourne,6-8 Nicholson Street EAST MELBOURNE VIC 3002
East Side Story Bar + Cafe,-37.80862592,144.97488714,East Melbourne,92-106 Victoria Parade EAST MELBOURNE VIC 3002
Cafe La Colline,-37.8455379,144.979819068,Melbourne (Remainder),519-539 St Kilda Road MELBOURNE VIC 3004
Epicure Kitchen Cafe,-37.84659007,144.980284373,Melbourne (Remainder),549-551 St Kilda Road MELBOURNE VIC 3004
Cafe Ella,-37.84685298,144.980378179,Melbourne (Remainder),553 St Kilda Road MELBOURNE VIC 3004
8 Miles Cafe & Convenience,-37.82843323,144.967969453,Southbank,6-12 Miles Street SOUTHBANK VIC 3006
Queenie's Restaurant & Cafe,-37.82956555,144.969392167,Southbank,The Guilfoyle 35-47 Coventry Street SOUTHBANK VIC 3006
Commodity Cafe,-37.83949218,144.977676959,Melbourne (Remainder),439-445 St Kilda Road MELBOURNE VIC 3004
Mad Duck Cafe,-37.82438864,144.943550613,Docklands,84-90 Lorimer Street DOCKLANDS VIC 3008
Bolte Cafe & Kebab,-37.82210926,144.930953544,Port Melbourne,816 Lorimer Street PORT MELBOURNE VIC 3207
Bolte Cafe & Kebab,-37.82210926,144.930953544,Port Melbourne,816 Lorimer Street PORT MELBOURNE VIC 3207
Degani Bakery Cafe,-37.82600955,144.920988011,Port Melbourne,1 Phillip Court PORT MELBOURNE VIC 3207
Degani Bakery Cafe,-37.82600955,144.920988011,Port Melbourne,1 Phillip Court PORT MELBOURNE VIC 3207
Sabre Cafe,-37.82797655,144.906335933,Port Melbourne,38-46 Sabre Drive PORT MELBOURNE VIC 3207
